codigo,descricao,quantidade,local,data_hora,responsavel,observacao
804247,Base  da central DZ,9,DZ,17/06/2026 00:00:00,,
813038,Base da central BV,1,BV,17/06/2026 00:00:00,,
813241,Base Inferior Industrial,2,DZ,17/06/2026 00:00:00,,
813257,Base da central NBV,9,NBV,17/06/2026 00:00:00,,
813153,Base superior Industrial,3,DZ,17/06/2026 00:00:00,,
813623,Batente alumínio (novo),1,Acionamento,17/06/2026 00:00:00,,
813271,Carcaça BV3 inferior,18,Furadeiras,17/06/2026 00:00:00,,
813270,Carcaça BV3 superior,14,Furadeiras,17/06/2026 00:00:00,,
813259,Carcaça New BV com encoder,6,NBV,17/06/2026 00:00:00,,
813258,Carcaça New BV inferior,22,NBV,17/06/2026 00:00:00,,
813265,Carcaça New BV superior,26,NBV,17/06/2026 00:00:00,,
813280,Cruzeta,94,Mancal,17/06/2026 00:00:00,,
701154,Eixo DZ antigo,5,Roginei,17/06/2026 00:00:00,,
813525,Eixo DZ novo,7,Roginei,17/06/2026 00:00:00,,
813037,Engrenagem DZ antiga,2,Roginei,17/06/2026 00:00:00,,
813096,Engrenagem ext DZ nova,22,Roginei,17/06/2026 00:00:00,,
813243,Engrenagem ext industrial,1,Roginei,17/06/2026 00:00:00,,
813100,Engrenagem Zamac 1 Entrada,33,Roginei,17/06/2026 00:00:00,,
813278,Engrenagem zamac BV/Pivo,34,Furadeiras,17/06/2026 00:00:00,,
813146,Gomo alumínio,373,Cremalheiras,17/06/2026 00:00:00,,
813317,Mancal superior PV,13,Acionamento,17/06/2026 00:00:00,,
813316,Porca fêmea,1,Acionamento,17/06/2026 00:00:00,,
813251,Sem fim alumínio,153,Júlio,17/06/2026 00:00:00,,
813033,Tampa da ventoinha,1,BV,17/06/2026 00:00:00,,
813256,Tampa do New BV,6,DZ,17/06/2026 00:00:00,,
813248,Tampa Grafite,51,DZ,17/06/2026 00:00:00,,
813024,Tampa preta DZ,58,DZ,17/06/2026 00:00:00,,
813099,Zamac 2 entradas com imã,1,Roginei,17/06/2026 00:00:00,,
813241,Base Inferior Industrial,2,DZ,18/06/2026 00:00:00,,
813153,Base superior Industrial,1,DZ,18/06/2026 00:00:00,,
813623,Batente alumínio (novo),3,Acionamento,18/06/2026 00:00:00,,
813521,Borboleta,1,PV,18/06/2026 00:00:00,,
813271,Carcaça BV3 inferior,25,PV,18/06/2026 00:00:00,,
813270,Carcaça BV3 superior,14,PV,18/06/2026 00:00:00,,
813310,Cilindro da chave,5,PV,18/06/2026 00:00:00,,
813096,Engrenagem ext DZ nova,13,Roginei,18/06/2026 00:00:00,,
813243,Engrenagem ext industrial,4,Roginei,18/06/2026 00:00:00,,
813146,Gomo alumínio,462,Cremalheiras,18/06/2026 00:00:00,,
813281,Suporte orelha do BV,28,Acionamento,18/06/2026 00:00:00,,
813281,Suporte orelha do BV,28,Acionamento,18/06/2026 00:00:00,,
813262,Acoplamento New BV,110,DZ,10/07/2026 14:34:40,,
813151,Base DZ inferior Nylon,2,DZ,10/07/2026 14:35:00,,
813262,Acoplamento New BV,110,ACIONAMENTO,13/07/2026 11:16:03,,
813151,Base DZ inferior Nylon,2,DZ,13/07/2026 11:16:23,,
804246,Base DZ superior Nylon,2,DZ,13/07/2026 11:16:30,,
804542,Base inf PP deslizante,36,DZ,13/07/2026 11:16:39,,
813257,Base da central NBV,5,NEW BV,13/07/2026 11:16:51,,
804540,Base Superior PP DZ,36,DZ,13/07/2026 11:17:01,,
813521,Borboleta,5,PV,13/07/2026 11:17:11,,
813271,Carcaça BV3 inferior,25,CARCAÇAS,13/07/2026 11:17:26,,
813270,Carcaça BV3 superior,43,CARCAÇAS,13/07/2026 11:17:36,,
813259,Carcaça New BV com encoder,1,NEW BV,13/07/2026 11:17:46,,
813258,Carcaça New BV inferior,6,NEW BV,13/07/2026 11:17:56,,
813265,Carcaça New BV superior,1,NEW BV,13/07/2026 11:18:03,,
813310,Cilindro da chave,5,PV,13/07/2026 11:18:12,,
813146,Gomo alumínio,115,CREMALHEIRAS,13/07/2026 11:18:23,,
813128,Gomo alumínio industrial,66,CREMALHEIRAS,13/07/2026 11:18:31,,
813251,Sem fim alumínio,51,MONTAGEM MOTOR,13/07/2026 11:18:43,,
813281,Suporte orelha do BV,28,PV,13/07/2026 11:18:58,,
813248,Tampa Grafite,1,DZ,13/07/2026 11:19:07,,
813025,Ventoinha,3,PV,13/07/2026 11:19:16,,
813521,Borboleta,5,PV,13/07/2026 16:34:13,,
811775,Caixa New BV,18,NEW BV,13/07/2026 16:34:44,,
813271,Carcaça BV3 inferior,13,PV,13/07/2026 16:35:09,,
813270,Carcaça BV3 superior,7,PV,13/07/2026 16:35:18,,
813258,Carcaça New BV inferior,4,NEW BV,13/07/2026 16:35:49,,
813265,Carcaça New BV superior,4,NEW BV,13/07/2026 16:35:57,,
813310,Cilindro da chave,3,PV,13/07/2026 16:36:20,,
813037,Engrenagem DZ antiga,10,ENGRENAGEM,13/07/2026 16:36:42,,
813096,Engrenagem ext DZ nova,2,ENGRENAGEM,13/07/2026 16:36:51,,
813146,Gomo alumínio,123,CREMALHEIRAS,13/07/2026 16:37:07,,
813251,Sem fim alumínio,60,MONTAGEM MOTOR,13/07/2026 16:37:29,,
813281,Suporte orelha do BV,58,PV,13/07/2026 16:37:43,,
813256,Tampa do New BV,2,NEW BV,14/07/2026 16:21:47,,
813033,Tampa da ventoinha,1,PV,14/07/2026 16:22:06,,
813025,Ventoinha,1,BV,14/07/2026 16:22:23,,
804247,Base da central DZ,2,DZ,14/07/2026 16:22:47,,
813257,Base da central NBV,7,NEW BV,14/07/2026 16:23:05,,
