id,id_inspecao,op,codigo,descricao,quantidade_programada,inspecao_completa,quantidade_nc,codigo_nc,observacao,codigo_item,descricao_item,destino,sem_fim,central,inspecoes,tensao
40,27,97427,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Parafusos Carcaça,parafusos_carcaca,Nacional,,,0,
41,27,97427,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Limpeza,limpeza,Nacional,,,0,
28,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Estator,estator,Nacional,,,0,
29,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Induzido,induzido,Nacional,,,0,
30,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Calço,calco,Nacional,,,0,
31,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Furo,furo,Nacional,,,0,
32,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Capacitor,capacitor,Nacional,,,0,
33,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Placa,placa,Nacional,,,0,
34,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Jumper,jumper,Nacional,,,0,
35,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Kit,kit,Nacional,,,0,
36,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Manual,manual,Nacional,,,0,
37,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Etiqueta Interna,etiqueta_interna,Nacional,,,0,
38,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Etiqueta Tampa,etiqueta_tampa,Nacional,,,0,
39,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Etiqueta Externa,etiqueta_externa,Nacional,,,0,
40,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,1,,Carcaças trincadas,2007089,Carcaça,carcaca,Nacional,,,0,
41,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Parafusos Carcaça,parafusos_carcaca,Nacional,,,0,
42,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Parafuso Lateral,parafuso_lateral,Nacional,,,0,
43,28,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Limpeza,limpeza,Nacional,,,0,
29,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Estator,estator,Nacional,,,0,
30,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Induzido,induzido,Nacional,,,0,
31,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Calço,calco,Nacional,,,0,
32,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Furo,furo,Nacional,,,0,
33,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Capacitor,capacitor,Nacional,,,0,
34,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Placa,placa,Nacional,,,0,
35,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Jumper,jumper,Nacional,,,0,
36,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Kit,kit,Nacional,,,0,
37,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Manual,manual,Nacional,,,0,
38,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Etiqueta Interna,etiqueta_interna,Nacional,,,0,
39,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Etiqueta Tampa,etiqueta_tampa,Nacional,,,0,
40,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Etiqueta Externa,etiqueta_externa,Nacional,,,0,
41,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,1,,Carcaças trincadas,2007089,Carcaça,carcaca,Nacional,,,0,
42,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Parafusos Carcaça,parafusos_carcaca,Nacional,,,0,
43,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Parafuso Lateral,parafuso_lateral,Nacional,,,0,
44,29,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,1,,Motores sujos de PU,2007089,Limpeza,limpeza,Nacional,,,0,
30,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Estator,estator,Exportação,,,0,
31,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Sem fim,sem_fim,Exportação,,,0,
32,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Engrenagem,engrenagem,Exportação,,,0,
33,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Capacitor,capacitor,Exportação,,,0,
34,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Placa,placa,Exportação,,,0,
35,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Encoder,encoder,Exportação,,,0,
36,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Kit,kit,Exportação,,,0,
37,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Tampa,tampa,Exportação,,,0,
38,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Módulo,modulo,Exportação,,,0,
39,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Manual,manual,Exportação,,,0,
40,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Cilindro,cilindro,Exportação,,,0,
41,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Etiqueta Interna,etiqueta_interna,Exportação,,,0,
42,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Etiqueta Tampa,etiqueta_tampa,Exportação,,,0,
43,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Etiqueta Externa,etiqueta_externa,Exportação,,,0,
44,30,95317,2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,500,False,0,,,2006151,Limpeza,limpeza,Exportação,,,0,
31,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Estator,estator,Nacional,,,0,
32,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Sem fim,sem_fim,Nacional,,,0,
33,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Engrenagem,engrenagem,Nacional,,,0,
34,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Capacitor,capacitor,Nacional,,,0,
35,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Placa,placa,Nacional,,,0,
36,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Encoder,encoder,Nacional,,,0,
37,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Kit,kit,Nacional,,,0,
38,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Tampa,tampa,Nacional,,,0,
39,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Módulo,modulo,Nacional,,,0,
40,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Manual,manual,Nacional,,,0,
41,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Cilindro,cilindro,Nacional,,,0,
42,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Etiqueta Interna,etiqueta_interna,Nacional,,,0,
43,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Etiqueta Tampa,etiqueta_tampa,Nacional,,,0,
44,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Etiqueta Externa,etiqueta_externa,Nacional,,,0,
45,31,99102,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Limpeza,limpeza,Nacional,,,0,
32,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Estator,estator,Nacional,,,0,
33,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Sem fim,sem_fim,Nacional,,,0,
34,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Engrenagem,engrenagem,Nacional,,,0,
35,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Capacitor,capacitor,Nacional,,,0,
36,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Placa,placa,Nacional,,,0,
37,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Encoder,encoder,Nacional,,,0,
38,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Kit,kit,Nacional,,,0,
39,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Tampa,tampa,Nacional,,,0,
40,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Módulo,modulo,Nacional,,,0,
41,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Manual,manual,Nacional,,,0,
42,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Cilindro,cilindro,Nacional,,,0,
43,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Etiqueta Interna,etiqueta_interna,Nacional,,,0,
44,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Etiqueta Tampa,etiqueta_tampa,Nacional,,,0,
45,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Etiqueta Externa,etiqueta_externa,Nacional,,,0,
46,32,98981,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Limpeza,limpeza,Nacional,,,0,
33,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Estator,estator,Nacional,,,0,
34,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Sem fim,sem_fim,Nacional,,,0,
35,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Engrenagem,engrenagem,Nacional,,,0,
36,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Capacitor,capacitor,Nacional,,,0,
37,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Placa,placa,Nacional,,,0,
38,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Encoder,encoder,Nacional,,,0,
39,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Kit,kit,Nacional,,,0,
40,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Tampa,tampa,Nacional,,,0,
41,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Módulo,modulo,Nacional,,,0,
42,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Manual,manual,Nacional,,,0,
43,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Cilindro,cilindro,Nacional,,,0,
44,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Etiqueta Interna,etiqueta_interna,Nacional,,,0,
45,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Etiqueta Tampa,etiqueta_tampa,Nacional,,,0,
46,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Etiqueta Externa,etiqueta_externa,Nacional,,,0,
47,33,98734,2006041,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ SEM CREMALHEIRA,100,False,0,,,2006041,Limpeza,limpeza,Nacional,,,0,
34,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Estator,estator,Nacional,,,0,
35,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Induzido,induzido,Nacional,,,0,
36,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Calço,calco,Nacional,,,0,
37,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Rosca,rosca,Nacional,,,0,
38,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Capacitor,capacitor,Nacional,,,0,
39,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Jumper,jumper,Nacional,,,0,
40,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Kit,kit,Nacional,,,0,
41,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Manual,manual,Nacional,,,0,
42,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Etiqueta Interna,etiqueta_interna,Nacional,,,0,
43,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Etiqueta Tampa,etiqueta_tampa,Nacional,,,0,
44,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Etiqueta Externa,etiqueta_externa,Nacional,,,0,
45,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Base,base,Nacional,,,0,
46,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Carcaça,carcaca,Nacional,,,0,
47,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Parafusos Carcaça,parafusos_carcaca,Nacional,,,0,
48,34,98736,2008002,CONJ. MOVIMENTADOR TRINO BV3 220V SEM ACIONAMENTO,100,False,0,,,2008002,Limpeza,limpeza,Nacional,,,0,
35,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Estator,estator,Nacional,,,0,
36,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Induzido,induzido,Nacional,,,0,
37,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Calço,calco,Nacional,,,0,
38,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Rosca,rosca,Nacional,,,0,
39,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Capacitor,capacitor,Nacional,,,0,
40,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Jumper,jumper,Nacional,,,0,
41,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Kit,kit,Nacional,,,0,
42,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Manual,manual,Nacional,,,0,
43,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Etiqueta Interna,etiqueta_interna,Nacional,,,0,
44,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Etiqueta Tampa,etiqueta_tampa,Nacional,,,0,
45,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Etiqueta Externa,etiqueta_externa,Nacional,,,0,
46,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Base,base,Nacional,,,0,
47,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Carcaça,carcaca,Nacional,,,0,
48,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Parafusos Carcaça,parafusos_carcaca,Nacional,,,0,
49,35,99174,2008004,CONJ. MOVIMENTADOR TRINO BV4 220V SEM ACIONAMENTO,100,False,0,,,2008004,Limpeza,limpeza,Nacional,,,0,
36,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Estator,estator,Nacional,,,0,
37,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Induzido,induzido,Nacional,,,0,
38,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Calço,calco,Nacional,,,0,
39,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Furo,furo,Nacional,,,0,
40,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Capacitor,capacitor,Nacional,,,0,
41,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Placa,placa,Nacional,,,0,
42,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Jumper,jumper,Nacional,,,0,
43,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Kit,kit,Nacional,,,0,
44,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Manual,manual,Nacional,,,0,
45,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Etiqueta Interna,etiqueta_interna,Nacional,,,0,
46,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Etiqueta Tampa,etiqueta_tampa,Nacional,,,0,
47,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Etiqueta Externa,etiqueta_externa,Nacional,,,0,
48,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Carcaça,carcaca,Nacional,,,0,
49,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Parafusos Carcaça,parafusos_carcaca,Nacional,,,0,
50,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Parafuso Lateral,parafuso_lateral,Nacional,,,0,
51,36,98587,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Limpeza,limpeza,Nacional,,,0,
37,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Estator,estator,Nacional,,,0,
38,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Induzido,induzido,Nacional,,,0,
39,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Calço,calco,Nacional,,,0,
40,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Furo,furo,Nacional,,,0,
41,37,98421,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,50,False,0,,,2007089,Capacitor,capacitor,Nacional,,,0,
