Código,Modelo,Estator,Induzido,Sem fim,Calço,Rosca,Furo,Engrenagem,Capacitor,Placa,Jumper,Encoder,Rolamento,Kit,Tampa,Módulo,Manual,Cilindro,Etiqueta Interna,Etiqueta Tampa,Etiqueta Externa,Base,Carcaça,Parafusos Carcaça,Parafuso Lateral,Limpeza,Fuso,Engrenagem.1,Porca acionadora e fuso,Perfil,Adesivo,Kit 1,Kit 2,Cor da Etiqueta
2008531,"TRINO BV SPEED 2,0M EX",,,,,,,,,,,,,,,,,,,,,,,,,,5 ENTRADAS,NYLON BV,5 ENTRADAS BV,Perfil Fino,SPEED,Suporte BV com Kit de Fixação,Braço Articulado (Maior),VERDE
2001156,"KIT DESLIZANTE HORIZONTAL 1/3 HP 3,25MTS 220v - EX",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS NORMAL,NYLON BV,6 ENTRADAS BV,Perfil Fino,DZ HORIZONTAL,Suporte BV com Kit de Fixação,Braço Fixo (Menor),BRANCA
2001331,"KIT DESLIZANTE HORIZONTAL 1/3 HP 3,25MTS 220v BBS - EX",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS NORMAL,NYLON BV,6 ENTRADAS BV,Perfil Fino,DZ HORIZONTAL,Suporte BV com Kit de Fixação,Braço Fixo (Menor),BRANCA
2013501,"TRINO DESLIZANTE HORIZONTAL 2,0M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS NORMAL,NYLON BV,6 ENTRADAS BV,Perfil Fino,DZ HORIZONTAL,Suporte BV com Kit de Fixação,Braço Fixo (Menor),BRANCA
2013502,"TRINO DESLIZANTE HORIZONTAL 2,5M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS NORMAL,NYLON BV,6 ENTRADAS BV,Perfil Fino,DZ HORIZONTAL,Suporte BV com Kit de Fixação,Braço Fixo (Menor),BRANCA
2013503,"TRINO DESLIZANTE HORIZONTAL 3,0M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS NORMAL,NYLON BV,6 ENTRADAS BV,Perfil Fino,DZ HORIZONTAL,Suporte BV com Kit de Fixação,Braço Fixo (Menor),BRANCA
2013504,"TRINO DESLIZANTE HORIZONTAL 3,5M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS NORMAL,NYLON BV,6 ENTRADAS BV,Perfil Grosso,DZ HORIZONTAL,Suporte BV com Kit de Fixação,Braço Fixo (Menor),BRANCA
2013505,"TRINO DESLIZANTE HORIZONTAL 4,0M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS NORMAL,NYLON BV,6 ENTRADAS BV,Perfil Grosso,DZ HORIZONTAL,Suporte BV com Kit de Fixação,Braço Fixo (Menor),BRANCA
2013506,"TRINO DESLIZANTE HORIZONTAL 4,5M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS NORMAL,NYLON BV,6 ENTRADAS BV,Perfil Grosso,DZ HORIZONTAL,Suporte BV com Kit de Fixação,Braço Fixo (Menor),BRANCA
2013507,"TRINO DESLIZANTE HORIZONTAL 5,0M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS NORMAL,NYLON BV,6 ENTRADAS BV,Perfil Grosso,DZ HORIZONTAL,Suporte BV com Kit de Fixação,Braço Fixo (Menor),BRANCA
2013508,"TRINO DESLIZANTE HORIZONTAL 5,5M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS NORMAL,NYLON BV,6 ENTRADAS BV,Perfil Grosso,DZ HORIZONTAL,Suporte BV com Kit de Fixação,Braço Fixo (Menor),BRANCA
2013509,"TRINO DESLIZANTE HORIZONTAL 6,0M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS NORMAL,NYLON BV,6 ENTRADAS BV,Perfil Grosso,DZ HORIZONTAL,Suporte BV com Kit de Fixação,Braço Fixo (Menor),BRANCA
2013513,"TRINO DESLIZANTE HORIZONTAL 3,0M EX",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS NORMAL,NYLON BV,6 ENTRADAS BV,Perfil Fino,DZ HORIZONTAL,Suporte BV com Kit de Fixação,Braço Fixo (Menor),BRANCA
2008534,"TRINO NEW BV 1,5M FUSO Ø 5/8 P/ BV TURBO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Fino,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008535,"TRINO NEW BV 1,4M FUSO Ø 5/8 P/ BV TURBO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Fino,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008536,"TRINO NEW BV 2,0M FUSO Ø 5/8 P/ BV TURBO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Fino,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008537,"TRINO NEW BV 1,5M FUSO Ø 5/8 P/ BV TURBO EX",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Fino,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008538,"TRINO NEW BV 2,5M FUSO Ø 5/8 P/ BV TURBO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Fino,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008539,"TRINO NEW BV 3,0M FUSO Ø 5/8 P/ BV TURBO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Fino,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008541,"TRINO NEW BV 1,75M FUSO Ø 5/8 P/ BV TURBO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Fino,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008542,"TRINO NEW BV 1,4M FUSO Ø 5/8 P/ BV TURBO EX",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Fino,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008543,"TRINO NEW BV 3,5M FUSO Ø 5/8 P/ BV TURBO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Grosso,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008545,"TRINO NEW BV 2,0M FUSO Ø 5/8 P/ BV TURBO COM PERFIL GROSSO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Fino,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008546,"TRINO NEW BV 2,5M FUSO Ø 5/8 P/ BV TURBO COM PERFIL GROSSO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Fino,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008547,"TRINO NEW BV 3,0M FUSO Ø 5/8 P/ BV TURBO COM PREFIL GROSSO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Fino,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008550,"TRINO NEW BV 3,0M FUSO Ø 5/8 P/ BV TURBO COM PREFIL GROSSO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Fino,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008558,"TRINO NEW BV 5,0M FUSO Ø 5/8 P/ BV TURBO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Grosso,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008559,"TRINO NEW BV 5,5M FUSO Ø 5/8 P/ BV TURBO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Grosso,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008567,"TRINO NEW BV 4,0M FUSO Ø 5/8 P/ BV TURBO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Grosso,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008570,"TRINO NEW BV 4,5M FUSO Ø 5/8 P/ BV TURBO",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS Ø5/8,Acoplamento Alargado com Porca,6 ENTRADAS Ø5/8,Perfil Grosso,Ø5/8,Suporte NBV,Braço Articulado (Maior),VERMELHA
2008526,"TRINO NEW BV 1,4M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS P. 60,Acoplamento,6 ENTRADAS P. 60,Perfil Fino,P. 60,Suporte NBV,Braço Articulado (Maior),AZUL CLARO
2008560,"TRINO NEW BV 1,4M EX",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS P. 60,Acoplamento,6 ENTRADAS P. 60,Perfil Fino,P. 60,Suporte NBV,Braço Articulado (Maior),AZUL CLARO
2008527,"TRINO NEW BV 1,5M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS P. 60,Acoplamento,6 ENTRADAS P. 60,Perfil Fino,P. 60,Suporte NBV,Braço Articulado (Maior),AZUL CLARO
2008549,"TRINO NEW BV 1,5M EX",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS P. 60,Acoplamento,6 ENTRADAS P. 60,Perfil Fino,P. 60,Suporte NBV,Braço Articulado (Maior),AZUL CLARO
2008540,"TRINO NEW BV 1,75M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS P. 60,Acoplamento,6 ENTRADAS P. 60,Perfil Fino,P. 60,Suporte NBV,Braço Articulado (Maior),AZUL CLARO
2008528,"TRINO NEW BV 2,0M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS P. 60,Acoplamento,6 ENTRADAS P. 60,Perfil Fino,P. 60,Suporte NBV,Braço Articulado (Maior),AZUL CLARO
2008554,"TRINO NEW BV 2,0M EX",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS P. 60,Acoplamento,6 ENTRADAS P. 60,Perfil Fino,P. 60,Suporte NBV,Braço Articulado (Maior),AZUL CLARO
2008529,"TRINO NEW BV 2,5M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS P. 60,Acoplamento,6 ENTRADAS P. 60,Perfil Fino,P. 60,Suporte NBV,Braço Articulado (Maior),AZUL CLARO
2008532,"TRINO NEW BV 3,0M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS P. 60,Acoplamento,6 ENTRADAS P. 60,Perfil Fino,P. 60,Suporte NBV,Braço Articulado (Maior),AZUL CLARO
2008551,"TRINO NEW BV 3,5M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS P. 60,Acoplamento,6 ENTRADAS P. 60,Perfil Grosso,P. 60,Suporte NBV,Braço Articulado (Maior),AZUL CLARO
2008533,"TRINO NEW BV 4,0M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS P. 60,Acoplamento,6 ENTRADAS P. 60,Perfil Grosso,P. 60,Suporte NBV,Braço Articulado (Maior),AZUL CLARO
2008568,"TRINO NEW BV 4,5M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS P. 60,Acoplamento,6 ENTRADAS P. 60,Perfil Grosso,P. 60,Suporte NBV,Braço Articulado (Maior),AZUL CLARO
2008556,"TRINO NEW BV 5,0M",,,,,,,,,,,,,,,,,,,,,,,,,,6 ENTRADAS P. 60,Acoplamento,6 ENTRADAS P. 60,Perfil Grosso,P. 60,Suporte NBV,Braço Articulado (Maior),AZUL CLARO
